number,handle name,handle ID,tweet,tweet time,retweet count,likes count 
419,N. Felipe,NemiahFelipe3,"The family has asked for emergency staff to be part of today’s ceremony. Representatives from Halifax fire &amp; police services will form an honour guard, to escort the 7 caskets into the building. https://t.co/y0oUholcNr",Sat Feb 23 19:33:07 +0000 2019,0,0
420,N. Felipe,NemiahFelipe3,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 19:33:16 +0000 2019,0,0
421,#CutCBC,CutCBC,"Halifax cartoonist caves to outrage mob over “edgy” Wilson-Raybould sketch: TheMenzoid — https://t.co/W9LOn2IA8J | #SNCLavalin #cdnpoli #hw https://t.co/azWL0Iq2Kd

— The Rebel (TheRebelTV) February 23, 2019",Sat Feb 23 19:33:20 +0000 2019,0,0
422,CanadianBankingVictims.FightBack,BankersWatchDog,"@mrC69 @ShawningArmor @UpCanuck @SexySloth_01 @DougHawk @Danbalkwill1 @mayoushtak @Dissident_Jay @Bret_Sears @DisillusiondCAN @anna_938 @bgirl0001 @munch289 @HomeWorldof @RUalreadyawake @9291Motomom @CindylouAB @KellyRDay19 @JohanneMennie @SteveMilley3 @LegsAflame @palevell @Jason1973canad1 @RRidley11 @DavidMilley @MikeObrigewitc3 @Rockchip77 @brokenboxpower @Sammy0015 @SusanIverach @kdbowlby @overtaxed1000 @canadaunited1 @sardem1234 @geswolfcrest @tayomayopayo @FPVaughanIII @istoneca @roytinis11 @manny_ottawa @CanadaFirst7 @WeAreQ4451 @Doreen40379264 @bjhdhnr @CanadaPoli2 @costellodaniel1 @MentalChrysalis @divergentdeb @JPLuisi1 @bouchjr .
Bank Lobbying SCAMS

Same as #SNCLavelin
.
#Trudeau PAY for PLAY #Scandal
.
SPREAD the WORD 100X Larger than #SNC scandal

https://t.co/haulq7Slb5

#BMO #CIBC #BNS #RBD #TD #CPC #PPC #Canada #PEI #LavScam #cdnpoli #PEI #Saskatoon #Timmins #Moncton #Guelph #Quebec #Halifax #NDP",Sat Feb 23 19:33:28 +0000 2019,0,0
423,Mayor of Whoville,whomikemike,WATCH LIVE: Funeral service underway in Halifax to remember the seven Syrian children killed in a devastating house fire. https://t.co/I3D2kUBtPJ https://t.co/BwLk8BL6Fp,Sat Feb 23 19:33:44 +0000 2019,0,0
424,Fontaine Pearson,feminit4equipar,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 19:33:57 +0000 2019,0,0
425,MidLifeGeek (Mark),mrC69,"@mrC69 @ShawningArmor @UpCanuck @SexySloth_01 @DougHawk @Danbalkwill1 @mayoushtak @Dissident_Jay @Bret_Sears @DisillusiondCAN @anna_938 @bgirl0001 @munch289 @HomeWorldof @RUalreadyawake @9291Motomom @CindylouAB @KellyRDay19 @JohanneMennie @SteveMilley3 @LegsAflame @palevell @Jason1973canad1 @RRidley11 @DavidMilley @MikeObrigewitc3 @Rockchip77 @brokenboxpower @Sammy0015 @SusanIverach @kdbowlby @overtaxed1000 @canadaunited1 @sardem1234 @geswolfcrest @tayomayopayo @FPVaughanIII @istoneca @roytinis11 @manny_ottawa @CanadaFirst7 @WeAreQ4451 @Doreen40379264 @bjhdhnr @CanadaPoli2 @costellodaniel1 @MentalChrysalis @divergentdeb @JPLuisi1 @bouchjr .
Bank Lobbying SCAMS

Same as #SNCLavelin
.
#Trudeau PAY for PLAY #Scandal
.
SPREAD the WORD 100X Larger than #SNC scandal

https://t.co/haulq7Slb5

#BMO #CIBC #BNS #RBD #TD #CPC #PPC #Canada #PEI #LavScam #cdnpoli #PEI #Saskatoon #Timmins #Moncton #Guelph #Quebec #Halifax #NDP",Sat Feb 23 19:34:04 +0000 2019,0,0
426,Robert Adams,fuzwuzrea,"Friends, family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children in a house fire earlier this week. https://t.co/bqiYZZPK7m",Sat Feb 23 19:34:07 +0000 2019,0,0
427,Stuart Fillingham,FillinghamBus,In Huddersfield where some smart new @FirstWestYorks brands are starting to become apparent including the HDConnect town services and the Zest route 503 from Halifax is fairly recent too? https://t.co/MF5kkspSlT,Sat Feb 23 19:34:08 +0000 2019,0,0
428,@TrumpHotelMattress,TrumpHotelMatt1,"A true leader does this: 
Trudeau joins hundreds at Halifax City Hall to mourn 7 children killed in fire https://t.co/dpPKH991Bc #Canada #Godbless #america take a note.",Sat Feb 23 19:34:08 +0000 2019,0,0
429,Astrological,JamalARana,"The GoFundMe campaign to help the Barho family after their fatal house fire is now the second largest in Canadian history (now nearly a half-million dollars).
1. Humboltd Broncos
2. Halifax House Fire
3. Quebec Mosque Victims https://t.co/RGkvQgz7bs",Sat Feb 23 19:34:13 +0000 2019,0,0
430,Jas W Taylor,jaswtaylor1,"Friends, family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children in a house fire earlier this week. https://t.co/bqiYZZPK7m",Sat Feb 23 19:34:13 +0000 2019,0,0
431,Myraaa,myra_baig,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 19:34:52 +0000 2019,0,0
432,Mandy,AmandahMaki,Halifax Regional Police &amp; Halifax fire have just arrived at the Cunard Centre to take part in today’s funeral for the #Barho children. https://t.co/C9T7lsbem1,Sat Feb 23 19:34:52 +0000 2019,0,0
433,Mandy,AmandahMaki,"The family has asked for emergency staff to be part of today’s ceremony. Representatives from Halifax fire &amp; police services will form an honour guard, to escort the 7 caskets into the building. https://t.co/y0oUholcNr",Sat Feb 23 19:34:55 +0000 2019,0,0
434,Q.,__theQ,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 19:35:10 +0000 2019,0,0
435,Cathryn Sawicki,CathrynSawicki,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 19:35:14 +0000 2019,0,0
436,Mandy,AmandahMaki,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 19:35:21 +0000 2019,0,0
437,Naomi Schmahl,SchmahlNaomi,Absolutely heartbreaking...... Syrian family with 7 children escaped to Canada only to lose all 7 kids in a house fire... https://t.co/1Ul3eJXSvg,Sat Feb 23 19:35:57 +0000 2019,0,0
438,Candy Wilson,myatt51905,Halifax Regional Police &amp; Halifax fire have just arrived at the Cunard Centre to take part in today’s funeral for the #Barho children. https://t.co/C9T7lsbem1,Sat Feb 23 19:35:58 +0000 2019,0,0
439,Q.,__theQ,"Seven children dead. A father in a medically-induced coma. A mother who fled Syria with her family... now destroyed. This heartbreaking story continues today with a public funeral in Halifax. 
All are welcome to attend, or view the live stream here:
https://t.co/1TwlIAwSFV https://t.co/zmGvFW5mGN",Sat Feb 23 19:36:01 +0000 2019,0,0
440,"Terrence L. Blackwell, Esq.",TBlackwe85,"Seven children dead. A father in a medically-induced coma. A mother who fled Syria with her family... now destroyed. This heartbreaking story continues today with a public funeral in Halifax. 
All are welcome to attend, or view the live stream here:
https://t.co/1TwlIAwSFV https://t.co/zmGvFW5mGN",Sat Feb 23 19:36:04 +0000 2019,0,0
441,Sandra Dawn,SandraDawn4,"Friends, family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children in a house fire earlier this week. https://t.co/bqiYZZPK7m",Sat Feb 23 19:36:07 +0000 2019,0,0
442,Leslie-Ann Stoffel,realclearisrael,Halifax cartoonist caves to outrage mob over “edgy” Wilson-Raybould sketch: @TheMenzoid — https://t.co/jJP2ELgMBO | #SNCLavalin #cdnpoli #hw https://t.co/alvJZxb4su,Sat Feb 23 19:36:08 +0000 2019,0,0
443,Kialala Ra,kialala,"^^ not quite Killmonger-ish yet. Getting there. #africanhairstyles #cornrows #AfricaHeritageMonth #Canada @ Halifax, Nova Scotia https://t.co/EbUmHxGFmU",Sat Feb 23 19:36:13 +0000 2019,0,0
444,LaSanya Rucker,sanacardi,"After this unimaginable tragedy, our community has come together to support each other after the loss of these 7 children: https://t.co/2GUfVhEhph",Sat Feb 23 19:36:25 +0000 2019,0,0
445,Wes Walker,Republicanuck,Halifax cartoonist caves to outrage mob over “edgy” Wilson-Raybould sketch: @TheMenzoid — https://t.co/jJP2ELgMBO | #SNCLavalin #cdnpoli #hw https://t.co/alvJZxb4su,Sat Feb 23 19:36:29 +0000 2019,0,0
446,Candy Wilson,myatt51905,"The family has asked for emergency staff to be part of today’s ceremony. Representatives from Halifax fire &amp; police services will form an honour guard, to escort the 7 caskets into the building. https://t.co/y0oUholcNr",Sat Feb 23 19:36:31 +0000 2019,0,0
447,Cat Fenneman,CatFenneman,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 19:36:41 +0000 2019,0,0
448,Jessica Ishimwe,Lalala_Lola3,"Seven children dead. A father in a medically-induced coma. A mother who fled Syria with her family... now destroyed. This heartbreaking story continues today with a public funeral in Halifax. 
All are welcome to attend, or view the live stream here:
https://t.co/1TwlIAwSFV https://t.co/zmGvFW5mGN",Sat Feb 23 19:36:53 +0000 2019,0,0
449,LaSanya Rucker,sanacardi,Halifax Regional Police &amp; Halifax fire have just arrived at the Cunard Centre to take part in today’s funeral for the #Barho children. https://t.co/C9T7lsbem1,Sat Feb 23 19:36:54 +0000 2019,0,0
450,Cat Fenneman,CatFenneman,"The GoFundMe campaign to help the Barho family after their fatal house fire is now the second largest in Canadian history (now nearly a half-million dollars).
1. Humboltd Broncos
2. Halifax House Fire
3. Quebec Mosque Victims https://t.co/RGkvQgz7bs",Sat Feb 23 19:37:03 +0000 2019,0,0
451,Sandra Dawn,SandraDawn4,"Seven children dead. A father in a medically-induced coma. A mother who fled Syria with her family... now destroyed. This heartbreaking story continues today with a public funeral in Halifax. 
All are welcome to attend, or view the live stream here:
https://t.co/1TwlIAwSFV https://t.co/zmGvFW5mGN",Sat Feb 23 19:37:04 +0000 2019,0,0
452,Jane Hwang,phantom_redfox,"Friends, family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children in a house fire earlier this week. https://t.co/bqiYZZPK7m",Sat Feb 23 19:37:07 +0000 2019,0,0
453,Rick Del-Rizzo,molasseszip,Halifax cartoonist caves to outrage mob over “edgy” Wilson-Raybould sketch: @TheMenzoid — https://t.co/jJP2ELgMBO | #SNCLavalin #cdnpoli #hw https://t.co/alvJZxb4su,Sat Feb 23 19:37:08 +0000 2019,0,0
454,Candy Wilson,myatt51905,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 19:37:09 +0000 2019,0,0
455,Jane Hwang,phantom_redfox,"After this unimaginable tragedy, our community has come together to support each other after the loss of these 7 children: https://t.co/2GUfVhEhph",Sat Feb 23 19:37:10 +0000 2019,0,0
456,LaSanya Rucker,sanacardi,"The family has asked for emergency staff to be part of today’s ceremony. Representatives from Halifax fire &amp; police services will form an honour guard, to escort the 7 caskets into the building. https://t.co/y0oUholcNr",Sat Feb 23 19:37:12 +0000 2019,0,0
457,EMCC,EMCofCanada,"The Day With Mission + Culture event in Truro, Halifax is a wrap! Thanks to everyone who came and shared your thoughts on our vision for the future of World Partners. 

“The mission of God that fuels us in Truro proceeds outward.” - April McEvoy. https://t.co/x4FKaYvvWF",Sat Feb 23 19:37:15 +0000 2019,0,0
458,Sandra Dawn,SandraDawn4,Halifax Regional Police &amp; Halifax fire have just arrived at the Cunard Centre to take part in today’s funeral for the #Barho children. https://t.co/C9T7lsbem1,Sat Feb 23 19:37:15 +0000 2019,0,0
459,LaSanya Rucker,sanacardi,"Seven children dead. A father in a medically-induced coma. A mother who fled Syria with her family... now destroyed. This heartbreaking story continues today with a public funeral in Halifax. 
All are welcome to attend, or view the live stream here:
https://t.co/1TwlIAwSFV https://t.co/zmGvFW5mGN",Sat Feb 23 19:37:21 +0000 2019,0,0
460,SG,GREENESJ333,"Friends, family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children in a house fire earlier this week. https://t.co/bqiYZZPK7m",Sat Feb 23 19:37:29 +0000 2019,0,0
461,Shalom el,AmericanVendor,Halifax cartoonist caves to outrage mob over “edgy” Wilson-Raybould sketch: @TheMenzoid — https://t.co/jJP2ELgMBO | #SNCLavalin #cdnpoli #hw https://t.co/alvJZxb4su,Sat Feb 23 19:37:35 +0000 2019,0,0
462,Gaetan Dupont,Chialeux_Soft,"@djemilaben Ouais, assez remuant cette cérémonie funéraire pour les 7 enfants décédés à Halifax. J'ai pensé à vous lorsqu'à la fin de la «prière alignée», on a demandé aux hommes d'attendre que les femmes aient retourné à leur siège avant de le faire eux-même. Je peux compren....",Sat Feb 23 19:37:37 +0000 2019,0,0
463,Q.,__theQ,"Danielle Chaisson, a friend of the Syrian refugee family that lost seven children in a fire in Halifax Tuesday, opens up about her grief and what they taught her about the importance of family. https://t.co/drIolVSPKT https://t.co/QrRmPp9kLN",Sat Feb 23 19:37:37 +0000 2019,0,0
464,LaSanya Rucker,sanacardi,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 19:37:45 +0000 2019,0,0
465,Sarah Wade,Swade75,"At this very moment 101 years ago today, the S.S. Florizel was scheduled to leave St. John's sailing to Halifax then New York. Unfortunately there was a breakout of Smallpox on the ship's last trip, only those with the vaccine were allowed aboard. Departure was pushed to 7:30. https://t.co/2Q3uA3992Y",Sat Feb 23 19:37:48 +0000 2019,0,0
466,mdtoorder,mdtoorder,"Friends, family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children in a house fire earlier this week. https://t.co/bqiYZZPK7m",Sat Feb 23 19:37:55 +0000 2019,0,0
467,Pricel Junior,JuniorPricel,"These are the new buses for Bradford. These have also been seen on the X78 Halifax-Brighouse and the 343 Huddersfield-Halifax
. https://t.co/CLr4L36AgT",Sat Feb 23 19:38:06 +0000 2019,0,0
468,Susan Iverach,SusanIverach,"@mrC69 @ShawningArmor @UpCanuck @SexySloth_01 @DougHawk @Danbalkwill1 @mayoushtak @Dissident_Jay @Bret_Sears @DisillusiondCAN @anna_938 @bgirl0001 @munch289 @HomeWorldof @RUalreadyawake @9291Motomom @CindylouAB @KellyRDay19 @JohanneMennie @SteveMilley3 @LegsAflame @palevell @Jason1973canad1 @RRidley11 @DavidMilley @MikeObrigewitc3 @Rockchip77 @brokenboxpower @Sammy0015 @SusanIverach @kdbowlby @overtaxed1000 @canadaunited1 @sardem1234 @geswolfcrest @tayomayopayo @FPVaughanIII @istoneca @roytinis11 @manny_ottawa @CanadaFirst7 @WeAreQ4451 @Doreen40379264 @bjhdhnr @CanadaPoli2 @costellodaniel1 @MentalChrysalis @divergentdeb @JPLuisi1 @bouchjr .
Bank Lobbying SCAMS

Same as #SNCLavelin
.
#Trudeau PAY for PLAY #Scandal
.
SPREAD the WORD 100X Larger than #SNC scandal

https://t.co/haulq7Slb5

#BMO #CIBC #BNS #RBD #TD #CPC #PPC #Canada #PEI #LavScam #cdnpoli #PEI #Saskatoon #Timmins #Moncton #Guelph #Quebec #Halifax #NDP",Sat Feb 23 19:38:02 +0000 2019,0,0
469,Always Me!,alwaysm157,"Hundreds are gathered in Halifax, Nova Scotia, for the public funeral of the seven siblings who died in a tragic house fire earlier this week. https://t.co/ySM2WNmlfd",Sat Feb 23 19:38:21 +0000 2019,0,0
470,Foxxy Cleopatra,azzy101,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 19:38:24 +0000 2019,0,0
471,Astrological,JamalARana,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 19:38:28 +0000 2019,0,0
472,SaucedbySally,SaucedbySally,"Friends, family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children in a house fire earlier this week. https://t.co/bqiYZZPK7m",Sat Feb 23 19:38:31 +0000 2019,0,0
473,SaucedbySally,SaucedbySally,"Seven children dead. A father in a medically-induced coma. A mother who fled Syria with her family... now destroyed. This heartbreaking story continues today with a public funeral in Halifax. 
All are welcome to attend, or view the live stream here:
https://t.co/1TwlIAwSFV https://t.co/zmGvFW5mGN",Sat Feb 23 19:38:38 +0000 2019,0,0
474,patricia kuneff,trishku,"After this unimaginable tragedy, our community has come together to support each other after the loss of these 7 children: https://t.co/2GUfVhEhph",Sat Feb 23 19:38:39 +0000 2019,0,0
475,gop WANTS dysfunctional govt; feature not bug,NotAcquiescing,"Friends, family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children in a house fire earlier this week. https://t.co/bqiYZZPK7m",Sat Feb 23 19:38:43 +0000 2019,0,0
476,SaucedbySally,SaucedbySally,Halifax Regional Police &amp; Halifax fire have just arrived at the Cunard Centre to take part in today’s funeral for the #Barho children. https://t.co/C9T7lsbem1,Sat Feb 23 19:38:44 +0000 2019,0,0
477,SaucedbySally,SaucedbySally,"The family has asked for emergency staff to be part of today’s ceremony. Representatives from Halifax fire &amp; police services will form an honour guard, to escort the 7 caskets into the building. https://t.co/y0oUholcNr",Sat Feb 23 19:38:50 +0000 2019,0,0
478,gop WANTS dysfunctional govt; feature not bug,NotAcquiescing,"After this unimaginable tragedy, our community has come together to support each other after the loss of these 7 children: https://t.co/2GUfVhEhph",Sat Feb 23 19:38:51 +0000 2019,0,0
479,Robin Tuddenham,robintuddenham,Brilliant review of another exciting restaurant opening #Halifax in @yorkshirepost by @mrsfifties &amp; yes you would have to been under a stone to have missed transformation of our town @VisitCalderdale @Welcome2Yorks https://t.co/DDofQMzj90,Sat Feb 23 19:38:52 +0000 2019,0,0
480,Dorothy Steel,dorothysteel,"Seven children dead. A father in a medically-induced coma. A mother who fled Syria with her family... now destroyed. This heartbreaking story continues today with a public funeral in Halifax. 
All are welcome to attend, or view the live stream here:
https://t.co/1TwlIAwSFV https://t.co/zmGvFW5mGN",Sat Feb 23 19:39:08 +0000 2019,0,0
481,Angry_Wink,hammerac,"Friends, family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children in a house fire earlier this week. https://t.co/bqiYZZPK7m",Sat Feb 23 19:39:08 +0000 2019,0,0
482,Andy Barron,andy_barron99,Brilliant review of another exciting restaurant opening #Halifax in @yorkshirepost by @mrsfifties &amp; yes you would have to been under a stone to have missed transformation of our town @VisitCalderdale @Welcome2Yorks https://t.co/DDofQMzj90,Sat Feb 23 19:39:14 +0000 2019,0,0
483,Lisa Ramsay,lramsay_,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 19:39:15 +0000 2019,0,0
484,gop WANTS dysfunctional govt; feature not bug,NotAcquiescing,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 19:39:18 +0000 2019,0,0
485,Anthony Rimmer,Vintageport,Brilliant review of another exciting restaurant opening #Halifax in @yorkshirepost by @mrsfifties &amp; yes you would have to been under a stone to have missed transformation of our town @VisitCalderdale @Welcome2Yorks https://t.co/DDofQMzj90,Sat Feb 23 19:39:22 +0000 2019,0,0
486,alq,alquad,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 19:39:25 +0000 2019,0,0
487,alq,alquad,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 19:39:50 +0000 2019,0,0
488,Wayne MacNaughton,Wayne_inHali,"It's been a hard week. Today will likely be even harder. 
 
Heart goes out to the mother and father of these 7 beautiful children, who will be laid to rest in #Halifax today. https://t.co/kx2NlfVVqV",Sat Feb 23 19:39:51 +0000 2019,0,0
489,Jessica Ishimwe,Lalala_Lola3,Halifax police are now confirming seven young children from the same family died this morning in a house fire in Spryfield. Two adults remain in hospital. CBC has learned they were a Syrian refugee family. @CBCNS https://t.co/UTjl7sdJo5,Sat Feb 23 19:39:59 +0000 2019,0,0
490,Muslim Hands Canada,muslimhandsca,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 19:40:27 +0000 2019,0,0
491,Naomi Schmahl,SchmahlNaomi,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 19:40:29 +0000 2019,0,0
492,David W Bolton,DavidWBolton,Want to earn a £75 voucher and learn how to get that perfect job? Sign up today for our Change Your Life course in #Halifax exclusive to Yorkshire Housing customers. Register here. https://t.co/B8Qi3nBEe6 #dreamjob #InterviewSuccess https://t.co/A1NYFTBV1r,Sat Feb 23 19:40:34 +0000 2019,0,0
493,STEVE LITVAK,LitvakSteve,Halifax cartoonist caves to outrage mob over “edgy” Wilson-Raybould sketch: @TheMenzoid — https://t.co/jJP2ELgMBO | #SNCLavalin #cdnpoli #hw https://t.co/alvJZxb4su,Sat Feb 23 19:40:37 +0000 2019,0,0
494,Anna Chisling,AnnaCHarriet,Retired child and adolescent psychiatrist here. Halifax journalists &amp; members of the public: Do NOT photograph this mother's grief today. There is no measure of this level of trauma &amp; loss. Please let empathy &amp; decency rule. #BarhoFamily https://t.co/T1ExL5c5aj,Sat Feb 23 19:40:38 +0000 2019,0,0
495,sabella,lovelysabella,"Friends, family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children in a house fire earlier this week. https://t.co/bqiYZZPK7m",Sat Feb 23 19:40:40 +0000 2019,0,0
496,New Scott,NewScott,New items added all the time! Just search The New Scott Store on Facebook or DM me with any questions. #halifax #wrestling #prowrestling #newscott  #oldschoolwrestling https://t.co/Nk9l36c3kL,Sat Feb 23 19:40:51 +0000 2019,0,0
497,Stella Fragioudakis,SFragioudakis,"Friends, family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children in a house fire earlier this week. https://t.co/bqiYZZPK7m",Sat Feb 23 19:41:27 +0000 2019,0,0
498,SG,heartstring1111,"Friends, family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children in a house fire earlier this week. https://t.co/bqiYZZPK7m",Sat Feb 23 19:41:31 +0000 2019,0,0
499,Stella Fragioudakis,SFragioudakis,"After this unimaginable tragedy, our community has come together to support each other after the loss of these 7 children: https://t.co/2GUfVhEhph",Sat Feb 23 19:41:33 +0000 2019,0,0
500,tk harris,AmBoDe33,"Friends, family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children in a house fire earlier this week. https://t.co/bqiYZZPK7m",Sat Feb 23 19:41:43 +0000 2019,0,0
501,Penny Longstocking #StandUp4Brexit,pennylongstckng,Credit where credit is due. @NickyMorgan01 is working hard with people like @SteveBakerHW and @Jacob_Rees_Mogg to get a good #Brexit deal. It was a pleasure to be on a panel with her last night in #Halifax. Thank you @HxConservatives. https://t.co/WvPuiA7VE7,Sat Feb 23 19:42:15 +0000 2019,0,0
502,Dr. Shawna Pandya,shawnapandya,"We are excited to announce that we have launched our full program for #CASC2019.  Join us May 8 to 10, 2019 in #Halifax - Early Bird registration is available until April 2. You don't want to miss out! 
https://t.co/Xcihe4FMNu 

#MakingWaves #Scicomm #STEM https://t.co/ybqvzUjnXV",Sat Feb 23 19:42:18 +0000 2019,0,0
503,Rosè,BPVIP48,"Friends, family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children in a house fire earlier this week. https://t.co/bqiYZZPK7m",Sat Feb 23 19:42:25 +0000 2019,0,0
504,Anthony Mortlock,AnthonyMortlock,@cllrawilkinson @AngelaRayner @Smith4labour @mikebarnes6473 Says it all..the picture make not one single reference to brexit that is and will continue to hit Halifax bery hard. You will@lose next GE to an Indy candidate.,Sat Feb 23 19:42:33 +0000 2019,0,0
505,Rosè,BPVIP48,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 19:42:42 +0000 2019,0,0
506,kelly barteaux,kellybarteaux,"My heart hurts for a mother who has had to bury her 7 children today and a father too injured to attend.  RIP, sweet children.  #BarhoFamily #Halifax",Sat Feb 23 19:42:58 +0000 2019,0,0
507,Yasin Kakande,yasikak,"Seven children dead. A father in a medically-induced coma. A mother who fled Syria with her family... now destroyed. This heartbreaking story continues today with a public funeral in Halifax. 
All are welcome to attend, or view the live stream here:
https://t.co/1TwlIAwSFV https://t.co/zmGvFW5mGN",Sat Feb 23 19:43:04 +0000 2019,0,0
508,Aline Coutinho,AlineSociology,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 19:43:06 +0000 2019,0,0
509,KINGAAH,kingah79,"Seven children dead. A father in a medically-induced coma. A mother who fled Syria with her family... now destroyed. This heartbreaking story continues today with a public funeral in Halifax. 
All are welcome to attend, or view the live stream here:
https://t.co/1TwlIAwSFV https://t.co/zmGvFW5mGN",Sat Feb 23 19:43:23 +0000 2019,0,0
510,Camy Cul,camy_cul,"Friends, family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children in a house fire earlier this week. https://t.co/bqiYZZPK7m",Sat Feb 23 19:43:26 +0000 2019,0,0
511,Maryann Potts,MaryannPotts14,"BREAKING: Funeral(s) for the seven children killed in this week's house fire will take place tomorrow in Halifax (Cunard Centre @ 1:30pm), according to the Ummah Mosque. https://t.co/hUr2Kir3AR",Sat Feb 23 19:43:32 +0000 2019,0,0
